filename,emotion,emotion_intensity,statement,repretition,actor_id,gender_int,Average fundamental frequency in voiced segments,Standard deviation of fundamental frequency in Hz,Variablity of fundamental frequency in semitones,Maximum of the fundamental frequency in Hz,Average energy in dB,Standard deviation of energy in dB,Maximum energy,Voiced rate (number of voiced segments per second),Average duration of voiced segments,Standard deviation of duration of voiced segments,Pause rate (number of pauses per second),Average duration of pauses,Standard deviation of duration of pauses ,Average tilt of fundamental frequency,Tilt regularity of fundamental frequency,Mean square error of the reconstructed F0 with a 1-degree polynomial,(Silence duration)/(Voiced+Unvoiced durations),(Voiced duration)/(Unvoiced durations),(Unvoiced duration)/(Voiced+Unvoiced durations),(Voiced duration)/(Voiced+Unvoiced durations),(Voiced duration)/(Silence durations),(Unvoiced duration)/(Silence durations),Unvoiced duration Regularity,Unvoiced energy Regularity,Voiced duration Regularity,Voiced energy Regularity,Pause duration Regularity,Maximum duration of voiced segments,Maximum duration of unvoiced segments,Minimum duration of voiced segments,Minimum duration of unvoiced segments,rate (# of voiced segments) / (# of unvoiced segments),Average tilt of energy contour,Regression coefficient between the energy contour and a linear regression,Mean square error of the reconstructed energy contour with a 1-degree polynomial,Regression coefficient between the F0 contour and a linear regression,Average Delta energy within consecutive voiced segments,Standard deviation of Delta energy within consecutive voiced segments
03-01-03-01-01-01-07,3,1,1,1,7,1,1.197446975708007812e+02,1.207731437683105469e+01,4.088515001899671120e+01,1.470179595947265625e+02,-3.849942128043324630e+01,1.808140306030853850e+01,-1.355634309088651079e+01,2.092633928571428381e+00,1.220000000000000000e+02,6.523802572120035848e+01,2.511160714285714413e+00,2.466666666666666572e+02,3.704801689099641635e+02,-3.887796814176765481e-01,8.733836271288852870e-01,1.245275289850993516e+01,8.709677419354839856e-01,4.166666666666666963e+00,1.935483870967741882e-01,8.064516129032258673e-01,9.259259259259258190e-01,2.222222222222222099e-01,3.969886648255841616e-02,1.211610498468876640e-01,7.118963442553446264e+00,2.424174542001408472e+00,0.000000000000000000e+00,4.299999999999999933e-01,1.199999999999999956e-01,1.000000000000000056e-01,1.000000000000000021e-02,1.000000000000000000e+00,-3.912643455952795057e-01,-6.706858787249332376e-01,1.779722914005206462e+02,6.917094763597337881e-01,3.176253484914962399e+00,2.972794259547303142e+00
03-01-08-02-02-01-07,8,2,2,1,7,1,2.232612609863281250e+02,5.380176162719726562e+01,9.661363959375729848e+01,3.466328430175781250e+02,-3.955100162970033040e+01,2.595727952919552806e+01,-6.687922019982260657e+00,1.255580357142857206e+00,2.633333333333333144e+02,2.067741655902776472e+02,1.674107142857142794e+00,3.125000000000000000e+02,4.043745170012571180e+02,-3.393558585945492201e+00,2.666267812449791386e+00,8.234090480425805936e+02,7.829457364341084746e-01,4.863636363636364202e+00,1.705426356589147263e-01,8.294573643410853014e-01,1.059405940594059459e+00,2.178217821782178210e-01,4.500000000000000527e-02,1.764050736231812799e-01,1.336848649893438079e+01,2.236155899783918599e+00,0.000000000000000000e+00,5.600000000000000533e-01,1.300000000000000044e-01,8.999999999999999667e-02,1.000000000000000021e-02,1.000000000000000000e+00,2.856865205091152493e-01,5.713955074295210546e-01,4.458777431553216388e+02,6.143259886429601746e-01,4.054308379224129233e+00,1.695689582180480492e+00
03-01-07-01-02-01-07,7,1,2,1,7,1,1.139459457397460938e+02,2.157834625244140625e+01,6.197998096406762158e+01,1.785828552246093750e+02,-3.719051175054168823e+01,2.862495171275141104e+01,-8.514442093926053445e+00,1.674107142857142794e+00,1.800000000000000000e+02,9.192388155425118157e+01,2.092633928571428381e+00,2.620000000000000000e+02,3.746144684872702442e+02,4.120061794094631580e-02,1.473620416192582994e+00,2.477162929967249383e+01,1.099999999999999867e+00,6.857142857142856762e+00,1.272727272727272874e-01,8.727272727272726849e-01,7.933884297520662487e-01,1.157024793388429923e-01,1.166190378969060061e-02,1.720465053408525291e-01,7.216380670735222935e+00,2.227207104530165793e+00,4.050000000000000266e-01,5.300000000000000266e-01,4.000000000000000083e-02,1.000000000000000021e-02,1.000000000000000021e-02,1.199999999999999956e+00,-4.563894891409857046e-01,-5.951861793019006530e-01,7.295745770374462325e+01,5.777592119542029891e-01,3.057133260242725026e+00,2.634250425857965983e+00
03-01-03-02-02-01-07,3,2,2,1,7,1,2.160874328613281250e+02,2.039189529418945312e+01,6.002185861222508834e+01,2.782776489257812500e+02,-4.116348498777995957e+01,2.665547216586936941e+01,-1.149898214444810662e+01,8.370535714285713969e-01,1.800000000000000000e+02,8.000000000000000000e+01,1.255580357142857206e+00,4.366666666666666856e+02,4.120140234938072012e+02,-1.168692924169205005e+00,1.590241485574415137e+00,6.866704896274265479e+01,1.127272727272727204e+00,2.650000000000000000e+01,3.636363636363636187e-02,9.636363636363636243e-01,8.548387096774193727e-01,3.225806451612903136e-02,1.000000000000000021e-02,2.075786330258702073e-01,1.295423729833278337e+01,1.230441726191751073e+00,3.900000000000000133e-01,6.300000000000000044e-01,2.999999999999999889e-02,1.300000000000000044e-01,1.000000000000000021e-02,1.500000000000000000e+00,-5.363514133411364515e-01,-8.082693477136191351e-01,5.924464047620259066e+01,6.407300839009980598e-01,3.188531002240999612e-01,0.000000000000000000e+00
03-01-04-02-02-01-07,4,2,2,1,7,1,1.840952758789062500e+02,3.747474288940429688e+01,8.309200363537503620e+01,2.492558288574218750e+02,-3.759414249907096917e+01,2.205326257364921361e+01,-7.849033976685889868e+00,1.674107142857142794e+00,1.800000000000000000e+02,1.193733638631332070e+02,2.092633928571428381e+00,2.800000000000000000e+02,3.905380903317882257e+02,-2.805328381815602068e+00,3.403907256766893319e+00,5.159366563354724633e+01,1.130841121495326895e+00,1.237500000000000000e+01,7.476635514018691031e-02,9.252336448598130758e-01,8.181818181818182323e-01,6.611570247933884481e-02,1.732050807568877651e-02,8.781293248212992952e-02,1.377447974871615344e+01,7.541773815072121856e+00,3.850000000000000089e-01,2.899999999999999800e-01,5.000000000000000278e-02,2.000000000000000042e-02,1.000000000000000021e-02,2.250000000000000000e+00,-2.931819199188807068e-01,-8.563598894100579173e-01,3.571256525431568889e+02,5.651397941840544670e-01,6.759383608326061221e+00,6.298960208669962313e+00
03-01-04-02-02-02-07,4,2,2,2,7,1,1.714849395751953125e+02,3.294475173950195312e+01,7.863112543844357560e+01,2.532425384521484375e+02,-4.339915368572784615e+01,2.558043893884034148e+01,-8.406787667618550230e+00,1.255580357142857206e+00,1.500000000000000000e+02,3.559026084010437074e+01,1.674107142857142794e+00,3.675000000000000000e+02,3.604424364583060765e+02,-3.501540409816879418e+00,5.331532318658438463e+00,3.054482686719567042e+01,1.099999999999999867e+00,4.238095238095238138e+00,1.909090909090908894e-01,8.090909090909090828e-01,7.355371900826446208e-01,1.735537190082644676e-01,3.867815921162742754e-02,1.143702564286517426e-01,5.013305261261653101e+00,5.071974153332485358e+00,4.249999999999999889e-01,3.699999999999999956e-01,1.100000000000000006e-01,2.000000000000000042e-02,1.000000000000000021e-02,1.199999999999999956e+00,-2.023525453649882566e-01,-6.009554862086703420e-01,3.298711334117663796e+02,5.620187626047256080e-01,5.815357271422378460e+00,1.983713661355880120e+00
03-01-02-02-02-02-07,2,2,2,2,7,1,1.077296447753906250e+02,1.143213272094726562e+01,3.798422740847672685e+01,1.254891281127929688e+02,-3.516383465589168367e+01,2.324384776226578708e+01,-8.979731500660154353e+00,8.370535714285713969e-01,2.000000000000000000e+02,9.000000000000000000e+01,1.255580357142857206e+00,4.366666666666666856e+02,3.852560476127820834e+02,-4.469737910736045206e-01,5.192710747986857278e-01,9.592355068148689767e+00,1.052631578947368363e+00,1.040000000000000036e+01,8.771929824561401634e-02,9.122807017543859143e-01,8.666666666666666963e-01,8.333333333333332871e-02,4.000000000000000083e-02,1.806162291219208516e-01,7.339766802695568693e+00,2.938111169345116291e+00,4.000000000000000222e-01,5.799999999999999600e-01,8.999999999999999667e-02,1.400000000000000133e-01,1.000000000000000021e-02,1.500000000000000000e+00,-1.059803234797549176e-01,-3.813634734304405804e-01,2.241510763265075354e+02,6.252726898270796196e-01,7.133953938324358646e+00,0.000000000000000000e+00
03-01-05-02-02-01-07,5,2,2,1,7,1,2.741970520019531250e+02,5.648918533325195312e+01,9.830135039004368025e+01,3.395547485351562500e+02,-4.256030428726786852e+01,2.667525180183872990e+01,-8.111403603658729367e+00,2.092633928571428381e+00,1.560000000000000000e+02,1.130663522008205604e+02,2.511160714285714413e+00,2.283333333333333428e+02,3.503529965937528914e+02,3.552472515018959776e+00,1.344832829988867928e+01,3.198920343926412784e+02,1.054054054054053946e+00,1.750000000000000000e+01,5.405405405405405012e-02,9.459459459459459429e-01,8.974358974358975782e-01,5.128205128205128721e-02,1.414213562373095069e-02,1.792205345377588244e-01,1.028138754811241817e+01,3.951217592925364119e+00,4.050000000000000266e-01,5.300000000000000266e-01,4.000000000000000083e-02,5.000000000000000278e-02,1.000000000000000021e-02,1.666666666666666741e+00,5.893983445788497644e-02,1.646739340013942676e-01,5.143757384550493725e+02,6.147519376394254831e-01,7.917898823257978336e+00,5.182714684041975772e-01
03-01-04-01-02-01-07,4,1,2,1,7,1,1.315778961181640625e+02,2.067113685607910156e+01,6.049278336059013839e+01,1.764690704345703125e+02,-4.367621521590539402e+01,2.931467042400898748e+01,-8.069385700812610196e+00,1.255580357142857206e+00,2.933333333333333144e+02,2.289589968143253031e+02,1.674107142857142794e+00,3.375000000000000000e+02,3.924522263919520810e+02,3.529888872384377013e-02,1.433032502585669832e+00,1.314515504269490620e+01,7.984496124031007502e-01,3.299999999999999378e+00,2.325581395348837455e-01,7.674418604651161990e-01,9.611650485436893376e-01,2.912621359223301343e-01,4.604345773288535948e-02,2.039019372149269149e-01,5.572282885195147806e+00,4.351054353687151988e+00,0.000000000000000000e+00,5.799999999999999600e-01,1.400000000000000133e-01,5.000000000000000278e-02,1.000000000000000021e-02,1.000000000000000000e+00,-3.065879846980062301e-02,-9.432670008976350162e-02,3.762477238869956864e+02,5.668836076944699931e-01,6.812530532490152169e+00,6.751577929803540101e+00
03-01-03-01-02-01-07,3,1,2,1,7,1,1.772176361083984375e+02,2.326186752319335938e+01,6.558116390945217233e+01,2.283027801513671875e+02,-3.373774813007845097e+01,2.177471724800776443e+01,-7.402496269599110335e+00,8.370535714285713969e-01,1.300000000000000000e+02,5.000000000000000000e+01,1.255580357142857206e+00,3.966666666666666856e+02,4.496912521077347265e+02,-3.522474815561900674e-01,1.455124681258638031e+00,1.025473506129870742e+02,8.000000000000000444e-01,6.222222222222223209e+00,1.384615384615384415e-01,8.615384615384615863e-01,1.076923076923077094e+00,1.730769230769230727e-01,4.082482904638630450e-02,3.077155974091805857e-01,9.124081117926294837e+00,2.204467604694483551e+00,0.000000000000000000e+00,7.700000000000000178e-01,1.100000000000000006e-01,2.000000000000000042e-02,1.000000000000000021e-02,1.000000000000000000e+00,-3.021369407092915349e-01,-8.157426663297786540e-01,1.185781256461501556e+02,6.892637356094740708e-01,5.024573381309807019e-01,0.000000000000000000e+00
03-01-05-01-02-02-07,5,1,2,2,7,1,1.666760406494140625e+02,3.322924041748046875e+01,7.892883727606692901e+01,2.542769317626953125e+02,-4.593265124599256666e+01,3.009923833846620411e+01,-9.700154986277411240e+00,2.092633928571428381e+00,1.400000000000000000e+02,1.013903348450925961e+02,2.511160714285714413e+00,2.500000000000000000e+02,3.495711658589706303e+02,1.495952594648571443e+00,3.745483603236653192e+00,4.160863562440540875e+01,1.138888888888888840e+00,2.724137931034482651e+00,2.685185185185185452e-01,7.314814814814815103e-01,6.422764227642276946e-01,2.357723577235772694e-01,3.310589071449369925e-02,1.039898499320433128e-01,1.232256788949079329e+01,3.178032865451077438e+00,4.050000000000000266e-01,3.200000000000000067e-01,1.000000000000000056e-01,2.999999999999999889e-02,1.000000000000000021e-02,1.199999999999999956e+00,-1.290399612629683501e-01,-2.401260124402539164e-01,2.613181866659517709e+02,3.749508587915355573e-01,4.055318876452013832e+00,2.273045913365744575e+00
03-01-02-01-01-01-07,2,1,1,1,7,1,1.145517654418945312e+02,2.276875686645507812e+01,6.383929031612406391e+01,1.547298431396484375e+02,-4.579097413049336041e+01,2.949560868758930710e+01,-8.958440608743021727e+00,1.674107142857142794e+00,1.850000000000000000e+02,1.209338662244782512e+02,2.092633928571428381e+00,2.800000000000000000e+02,3.921224298608790377e+02,-5.757441595866593653e-01,6.344889010650420769e-01,8.874112067266315407e+00,8.412698412698412787e-01,3.666666666666666519e+00,2.142857142857143016e-01,7.857142857142856984e-01,9.339622641509432999e-01,2.547169811320754707e-01,3.611094017053557981e-02,1.020588065773846004e-01,7.587824279590151377e+00,2.680262147424467223e+00,0.000000000000000000e+00,4.000000000000000222e-01,1.000000000000000056e-01,1.199999999999999956e-01,1.000000000000000021e-02,1.000000000000000000e+00,-3.509721275419918629e-01,-6.651734457088032126e-01,1.569966623839202100e+02,5.287015405390331768e-01,4.136697089919898040e+00,2.585217992944495613e+00
03-01-01-01-01-02-07,1,1,1,2,7,1,1.344185943603515625e+02,1.981344032287597656e+01,5.902546344720741445e+01,1.652317352294921875e+02,-3.899171122403907219e+01,2.131142653144848254e+01,-8.719118303575230655e+00,1.255580357142857206e+00,1.766666666666666572e+02,2.494438257849294516e+01,1.674107142857142794e+00,3.125000000000000000e+02,4.377427897750001762e+02,-3.696006741949824925e-01,2.107182180308561636e-01,7.775225230802588428e+00,8.492063492063492980e-01,6.875000000000000000e+00,1.269841269841269771e-01,8.730158730158731339e-01,1.028037383177570208e+00,1.495327102803738206e-01,2.549509756796392371e-02,1.425657742938325478e-01,6.195666407517065544e+00,1.594183895847174792e+00,0.000000000000000000e+00,5.200000000000000178e-01,8.000000000000000167e-02,1.700000000000000122e-01,1.000000000000000021e-02,1.000000000000000000e+00,-2.261523007049360823e-01,-3.224663645473905826e-01,1.914637156151038084e+02,6.588934011038207750e-01,2.742359726909977091e+00,1.586946571194775224e+00
03-01-08-02-01-02-07,8,2,1,2,7,1,1.684492340087890625e+02,4.036356353759765625e+01,8.566324291121925683e+01,2.590410156250000000e+02,-4.305332976906500164e+01,2.796085059691525032e+01,-9.488151211272150221e+00,1.255580357142857206e+00,1.200000000000000000e+02,3.741657386773941596e+01,1.674107142857142794e+00,3.550000000000000000e+02,4.166833330000133628e+02,-1.319148612966771994e+00,3.208724438708574933e+00,4.377478291700388979e+01,1.230769230769230838e+00,6.428571428571428825e+00,1.346153846153846367e-01,8.653846153846155298e-01,7.031250000000001110e-01,1.093750000000000139e-01,2.061552812808830140e-02,1.378404875209022218e-01,5.876288478476116239e+00,2.249001128709466002e+00,4.400000000000000022e-01,4.299999999999999933e-01,5.999999999999999778e-02,2.000000000000000042e-02,1.000000000000000021e-02,1.250000000000000000e+00,-2.919025380917865675e-01,-4.642079210016741286e-01,1.459851113096891027e+02,5.754487392872349449e-01,2.773290080772037314e+00,5.978747977329685881e-01
03-01-04-01-02-02-07,4,1,2,2,7,1,1.486463317871093750e+02,1.630198097229003906e+01,5.227109261446486244e+01,1.878687286376953125e+02,-3.843558953399524825e+01,2.561476369368778450e+01,-9.101623976790339299e+00,1.255580357142857206e+00,2.566666666666666856e+02,9.285592184789412329e+01,1.674107142857142794e+00,3.375000000000000000e+02,3.880963153651423454e+02,1.101610259841720563e+00,3.022485387082714858e+00,2.338924891270310269e+01,1.062499999999999778e+00,7.615384615384614975e+00,1.160714285714285615e-01,8.839285714285712858e-01,8.319327731092437395e-01,1.092436974789916110e-01,5.500000000000000028e-02,1.849831073368592982e-01,5.340896404952021115e+00,2.186020555967408630e+00,4.249999999999999889e-01,5.300000000000000266e-01,1.199999999999999956e-01,5.000000000000000278e-02,1.000000000000000021e-02,2.000000000000000000e+00,-1.661937500510099752e-01,-3.249480405251691795e-01,2.091963240227820506e+02,5.538007020853993323e-01,4.046393934490152944e+00,1.395923834236965533e+00
03-01-02-02-01-02-07,2,2,1,2,7,1,1.256063079833984375e+02,1.774949073791503906e+01,5.521662088101726340e+01,1.606423645019531250e+02,-3.349922828663886065e+01,1.558546149710441675e+01,-9.649628502311497158e+00,1.255580357142857206e+00,1.733333333333333428e+02,1.699673171197594712e+01,1.674107142857142794e+00,3.200000000000000000e+02,4.454772721475249568e+02,-2.551037500893599957e-02,7.902411363884482842e-01,1.635386463869832951e+01,8.790322580645162365e-01,5.888888888888889284e+00,1.451612903225806273e-01,8.548387096774193727e-01,9.724770642201834292e-01,1.651376146788990640e-01,3.840572873934304521e-02,1.361065758881619958e-01,5.982759464606221655e+00,1.648952655275534473e+00,0.000000000000000000e+00,5.000000000000000000e-01,1.100000000000000006e-01,1.700000000000000122e-01,1.000000000000000021e-02,1.000000000000000000e+00,-2.825780529325456758e-01,-4.167653536425240945e-01,1.694590119916144886e+02,6.730655745515297106e-01,3.182905765485832816e+00,8.615629884054420984e-01
03-01-05-01-01-02-07,5,1,1,2,7,1,2.658502502441406250e+02,3.185626983642578125e+01,7.646781403041740077e+01,3.336058044433593750e+02,-4.053123819231070257e+01,2.041598553901322433e+01,-9.432086905011562550e+00,2.092633928571428381e+00,1.380000000000000000e+02,8.059776671843953011e+01,2.511160714285714413e+00,2.533333333333333428e+02,3.544322533605290459e+02,2.972438822585797835e-01,2.266520501599740278e+00,7.184314969552393393e+01,8.125000000000000000e-01,2.764705882352940680e+00,2.656250000000000000e-01,7.343749999999998890e-01,9.038461538461537437e-01,3.269230769230769273e-01,4.214261501141094990e-02,9.579144011862437968e-02,5.886919128818029812e+00,4.963238433780785996e+00,0.000000000000000000e+00,3.200000000000000067e-01,1.300000000000000044e-01,2.999999999999999889e-02,1.000000000000000021e-02,1.000000000000000000e+00,1.043977404221997224e-01,3.663879992735030178e-01,5.212250307308090669e+02,5.874506360516529302e-01,6.416927748887804484e+00,3.820875193602606856e+00
03-01-06-02-01-01-07,6,2,1,1,7,1,2.723197631835937500e+02,5.917396926879882812e+01,9.990906182777466427e+01,3.397609863281250000e+02,-4.357405172325127296e+01,2.977536404457172736e+01,-6.962972533708243539e+00,1.674107142857142794e+00,1.825000000000000000e+02,9.934158243152762680e+01,2.092633928571428381e+00,2.960000000000000000e+02,4.052456045412460526e+02,-2.079571017738310879e+00,2.107715997330957158e+00,1.331451315112051645e+02,8.861788617886179331e-01,6.235294117647059764e+00,1.382113821138211407e-01,8.617886178861788871e-01,9.724770642201834292e-01,1.559633027522935589e-01,3.960744879438714977e-02,1.456571316482649925e-01,9.917112288224897654e+00,3.379775236784656745e+00,0.000000000000000000e+00,4.899999999999999911e-01,1.100000000000000006e-01,7.000000000000000666e-02,1.000000000000000021e-02,1.250000000000000000e+00,-3.232447701645415061e-01,-7.725103893000605515e-01,1.393279598961691192e+02,7.596866646939675061e-01,6.007068948918536044e+00,1.935669341948831779e+00
03-01-04-01-01-01-07,4,1,1,1,7,1,1.453182983398437500e+02,1.694074058532714844e+01,5.360188440071902249e+01,1.819754486083984375e+02,-4.502818306206977184e+01,2.699644721699869265e+01,-9.735860222894640259e+00,2.092633928571428381e+00,1.500000000000000000e+02,7.266360849833979785e+01,2.511160714285714413e+00,2.383333333333333428e+02,3.755625410264210586e+02,1.665239104756925104e-01,1.150991907400147563e+00,7.382926102792195522e+00,8.699186991869919394e-01,3.555555555555555358e+00,2.195121951219512479e-01,7.804878048780488076e-01,8.971962616822428682e-01,2.523364485981308691e-01,2.695423180587601386e-02,6.963461489687966521e-02,8.235718249223772602e+00,6.273489620337851846e+00,0.000000000000000000e+00,2.700000000000000178e-01,1.000000000000000056e-01,4.000000000000000083e-02,1.000000000000000021e-02,1.000000000000000000e+00,-5.469952616570934734e-02,-1.715784548189881742e-01,4.886693715689679607e+02,5.975792474229095763e-01,8.533964946099709792e+00,8.310454318865231116e+00
